Kanske et al. (2010) - Supplement
LANG database, including valence mean and sd, arousal mean and sd,
concreteness mean and sd, frequency, number of letters and syllables.
Ratings from all, female, and male participants are provided separately.
all participants
word	valence_mean	valence_sd	arousal_mean	arousal_sd	concreteness_mean	concreteness_sd	frequency	number_of_letters	number_of_syllables
Spitzel	3.968750	2.334653	5.545455	2.538342	5.093750	2.467327	14	7	2
Spott	3.787879	2.175971	4.696970	1.944300	7.500000	1.545023	12	5	1
Sprache	5.806452	2.120053	3.272727	2.225881	6.968750	2.669836	8	7	2
Spritze	4.272727	2.183357	4.968750	2.468961	2.000000	1.900764	13	7	2
Spucke	4.181818	1.685500	5.090909	2.170306	2.000000	1.606439	16	6	2
Stachel	4.531250	1.703590	3.909091	2.541698	1.750000	0.983739	14	7	2
Stahl	4.848485	0.441674	2.393939	2.045413	2.187500	1.958233	11	5	1
Stamm	5.030303	0.466694	2.451613	2.188435	1.812500	1.176038	12	5	1
Stapel	5.060606	0.555619	2.133333	2.255007	2.468750	1.950755	13	6	2
Stärke	6.151515	2.373305	5.303030	2.404226	7.687500	1.803894	10	6	2
Stasi	3.187500	2.249552	5.939394	2.967948	5.593750	2.872106	11	5	2
Statut	5.030303	0.466694	2.218750	1.963118	6.062500	2.577039	14	6	2
Stecher	3.437500	2.461805	5.272727	2.515859	5.906250	2.190292	16	7	2
Stecker	4.696970	1.045372	2.300000	2.053592	1.812500	1.490562	15	7	2
Stein	5.090909	1.100103	2.468750	1.967221	1.468750	0.717719	10	5	1
Steuer	4.454546	1.872347	2.548387	2.203614	4.064516	2.743908	11	6	2
Stiefel	4.878788	1.053494	3.129032	2.376860	1.250000	0.803219	13	7	2
Stiel	5.121212	0.739830	2.562500	2.093577	2.031250	1.555104	15	5	1
Stift	5.181818	1.157976	1.903226	1.660418	1.468750	1.480723	13	5	1
Stinker	3.636364	2.288807	5.121212	2.534235	6.677419	1.850893	16	7	2
Stirn	5.424242	1.031695	3.030303	2.242834	1.531250	0.761339	11	5	1
Stoff	4.909091	1.331438	2.750000	2.314052	3.031250	2.494955	10	5	1
Stolz	5.121212	2.274280	5.424242	2.250421	8.187500	1.306004	10	5	1
Störer	3.593750	2.353575	5.363636	2.770584	6.062500	2.435457	15	6	2
Strahlen	5.909091	2.336713	4.121212	2.433588	6.437500	2.500806	12	8	2
Strand	6.343750	2.336380	4.939394	2.794407	2.312500	1.821688	12	6	1
Strasse	5.121212	1.139012	2.193548	2.039924	1.843750	1.221035	15	7	2
Streifen	5.303030	0.728219	2.531250	2.382522	2.312500	1.730886	11	8	2
Streit	3.060606	2.849774	5.468750	2.565080	7.387097	2.231254	8	6	1
Stress	3.636364	2.497726	5.727273	2.775706	7.343750	2.103904	12	6	1
Stricher	3.218750	2.549312	6.000000	2.207940	4.806452	2.561502	16	8	2
Strick	4.333333	1.796988	3.969697	2.789320	1.500000	0.842424	13	6	1
Strumpf	4.909091	0.722999	2.625000	2.075199	1.593750	0.874712	15	7	1
Student	5.606061	2.276777	3.727273	2.414445	3.906250	2.519080	11	7	2
Stufe	5.090909	0.678401	1.935484	1.388896	1.843750	1.370410	11	5	2
Stuhl	5.030303	0.728219	2.187500	2.054696	1.250000	0.567962	11	5	1
Stummel	4.212121	1.899960	3.727273	2.211797	3.250000	2.155264	17	7	2
Stümper	4.000000	2.109885	4.545455	2.634992	6.093750	2.291068	16	7	2
Stunde	5.000000	1.030776	2.483871	1.929956	6.031250	2.912536	8	6	2
Stunk	3.696970	2.430083	5.575758	2.332251	7.406250	1.701221	17	5	1
Stute	5.424242	1.146470	3.272727	2.183357	1.625000	0.870669	13	5	2
Sucht	3.437500	2.601953	6.062500	2.108929	8.312500	1.119836	12	5	1
Suff	3.281250	2.203141	5.757576	2.598441	6.875000	2.254029	15	4	1
Summe	4.848485	1.438776	2.612903	2.185977	7.250000	1.883716	9	5	2
Sünde	3.718750	2.642511	6.454546	2.062930	8.218750	1.184153	12	5	2
Suppe	5.060606	1.412874	3.031250	2.086584	2.031250	1.635974	12	5	2
Tafel	5.090909	0.804815	2.483871	2.307538	1.593750	1.073414	11	5	2
Talent	6.218750	2.181068	4.666667	2.041242	7.968750	1.379209	11	6	2
Tango	6.393939	2.075744	4.878788	2.496968	4.093750	2.480367	13	5	2
Tanz	6.333333	2.300362	4.906250	2.319057	3.656250	2.431107	10	4	1
Tänzer	5.906250	2.021807	5.250000	2.862438	3.437500	2.285120	11	6	2
Tasche	5.151515	1.394660	2.757576	2.222475	1.562500	1.105339	12	6	2
Tasse	4.878788	0.960390	2.193548	2.056200	1.375000	0.659912	13	5	2
Taste	5.090909	0.384353	2.064516	1.913731	1.312500	0.737804	15	5	2
Täter	3.181818	2.493173	6.562500	2.299193	4.906250	2.557208	9	5	2
Taxi	5.060606	0.998104	2.387097	2.108355	1.500000	0.842424	12	4	2
Technik	5.181818	1.509440	2.741936	2.323327	5.375000	3.087436	9	7	2
Teig	5.333333	1.050793	2.645161	2.214323	1.812500	1.574750	14	4	1
Tennis	5.121212	1.293193	2.156250	1.952821	2.125000	1.699146	11	6	2
Teppich	4.848485	0.755034	2.312500	1.891194	1.625000	0.941858	12	7	2
Terror	2.718750	2.726624	7.242424	2.318813	7.875000	1.844783	10	6	2
Teufel	3.625000	2.379347	6.242424	2.574275	6.125000	2.836968	10	6	2
Tinte	5.212121	0.696311	2.696970	1.895469	2.062500	1.242721	13	5	2
Tisch	5.000000	0.750000	1.843750	1.885588	1.281250	0.581121	9	5	1
Toaster	5.000000	1.060660	2.451613	2.277992	1.218750	0.552670	15	7	2
Tod	2.937500	2.928586	7.125000	2.732717	7.156250	2.841051	8	3	1
Torte	6.272727	2.050499	4.387097	2.590720	1.250000	0.622171	14	5	2
Tötung	2.967742	3.146256	7.781250	1.995711	5.593750	2.826823	12	6	2
Tragik	4.212121	2.073005	5.636364	2.103839	8.562500	0.669015	13	6	2
Traktor	4.969697	0.847233	1.935484	1.691853	1.375000	0.793116	14	7	2
Transfer	4.969697	1.074850	2.258065	2.308935	6.468750	2.228617	12	8	2
Trauer	3.437500	2.850439	6.774194	2.246622	8.062500	1.045343	11	6	2
Traum	6.500000	2.449490	5.787879	2.521874	7.500000	1.951013	9	5	1
Trauma	3.303030	2.518492	6.218750	2.445989	7.093750	2.219552	13	6	2
Träumer	6.666667	2.300362	4.909091	2.336713	5.843750	2.689398	14	7	2
Trauung	6.363636	2.219490	5.969697	2.430083	5.312500	2.669270	14	7	2
Treffer	5.906250	2.084650	3.687500	2.729026	5.906250	2.387594	10	7	2
Trennung	3.393939	2.317588	7.181818	2.068432	6.656250	2.659243	10	8	2
Treppe	5.000000	0.790569	2.303030	1.944300	1.406250	0.712079	11	6	2
Treue	6.545455	2.784903	6.060606	2.585288	8.125000	1.453583	11	5	1
Tripper	3.562500	2.793281	5.939394	2.749311	5.312500	3.073692	18	7	2
Triumph	6.187500	2.191442	5.750000	2.723849	7.937500	1.389767	11	7	2
Trophäe	6.250000	2.109885	4.575758	2.525251	2.562500	2.124170	13	7	2
Tröster	5.424242	2.077112	4.454546	2.501136	6.967742	2.024580	16	7	2
Trottel	3.818182	2.113270	5.212121	2.117746	6.125000	2.392866	15	7	2
Trübsal	3.787879	1.932576	5.393939	2.511715	8.031250	0.999496	15	7	2
Truhe	4.878788	1.023401	2.750000	2.488684	1.437500	0.669015	15	5	2
Trumpf	5.969697	1.895469	4.000000	2.474874	6.343750	2.547730	13	6	1
Tube	5.030303	0.394085	2.129032	2.061422	1.593750	1.042929	15	4	2
Tuch	4.939394	1.058873	2.878788	2.407768	1.468750	0.841825	12	4	1
Tücke	3.562500	2.270960	4.727273	2.540580	7.593750	1.662865	15	5	2
Tugend	6.218750	2.043627	4.454546	2.437864	7.937500	1.435439	12	6	2
Tumor	3.218750	2.859443	6.281250	2.642511	3.218750	2.561934	13	5	2
Tunte	3.666667	1.931105	4.909091	2.479461	4.656250	2.835369	17	5	2
Tür	5.090909	0.979912	2.451613	2.173150	1.375000	0.707107	9	3	1
Turm	5.151515	1.093195	2.593750	1.603612	1.531250	0.841825	11	4	1
Umlaut	5.333333	1.050793	1.968750	2.132458	6.281250	2.975539	18	6	2
Umschlag	4.909091	0.722999	2.322581	2.196772	1.875000	1.680054	13	8	2
Unheil	3.343750	2.522280	5.515152	2.463752	8.156250	0.919655	12	6	2
Urin	3.545455	1.855581	6.484849	2.373305	2.281250	1.987613	13	4	2
Urlaub	7.031250	2.912536	5.424242	2.525251	6.937500	2.285120	10	6	2
Urne	3.484849	2.223753	5.030303	2.591873	2.093750	1.633508	14	4	2
Urteil	4.393939	1.784296	4.875000	2.498387	7.156250	2.215916	8	6	2
Verb	5.060606	0.609272	1.967742	2.024580	5.968750	3.177384	15	4	1
Verbot	3.545455	2.359700	6.645161	1.761598	7.343750	2.025791	10	6	2
Verkauf	5.363636	0.895062	2.424242	1.639937	6.258065	2.449051	9	7	2
Verlust	3.212121	2.420712	6.333333	2.495830	7.838710	1.572615	9	7	2
Verrat	3.406250	2.769178	5.757576	2.411305	7.875000	1.237844	12	6	2
Verriss	4.454546	1.715570	3.909091	2.213081	7.258065	1.825153	17	7	2
Viper	3.878788	1.408847	4.562500	2.816283	2.406250	2.138124	16	5	2
Vorbild	6.212121	1.866775	4.969697	2.455668	7.218750	1.809195	10	7	2
Vorgang	5.090909	0.522233	2.750000	2.369157	7.187500	1.958233	11	7	2
Vorhang	5.090909	0.842750	2.322581	1.700727	2.406250	2.298097	12	7	2
Vorspiel	6.181818	2.455282	6.030303	2.567645	6.937500	1.794930	13	8	2
Vorteil	6.060606	1.853028	3.424242	2.222475	7.812500	1.512048	10	7	2
Vortrag	5.151515	1.301951	2.843750	2.370645	5.031250	2.507851	10	7	2
Vulva	4.781250	1.430867	5.303030	2.639660	2.656250	2.025791	17	5	2
Wachs	5.545455	1.063335	3.161290	2.659534	2.093750	1.837940	14	5	1
Wachstum	5.935484	1.436094	3.636364	2.369311	6.750000	2.488684	9	8	2
Wade	5.030303	1.158794	2.968750	1.874866	1.593750	0.910844	14	4	2
Waffe	3.454546	2.488610	6.500000	2.341767	1.750000	1.218142	10	5	2
Waggon	5.060606	0.863836	2.156250	2.017814	1.375000	0.751343	14	6	2
Wahrheit	7.121212	2.869643	5.656250	2.707330	8.281250	1.764057	9	8	2
Wampe	4.250000	2.140244	4.090909	2.466825	3.531250	2.488482	17	5	2
Wanst	3.787879	2.407768	4.096774	2.624942	4.468750	2.675870	17	5	1
Wanze	3.937500	2.213412	4.636364	2.678831	2.062500	1.776868	16	5	2
Wärme	6.848485	2.360101	5.303030	2.567645	6.281250	2.942836	11	5	2
Warze	3.393939	2.461445	5.030303	2.651472	1.968750	1.822518	17	5	2
Weisheit	7.151515	2.717090	5.218750	2.536627	8.612903	0.667204	11	8	2
Weste	5.030303	0.918043	2.062500	1.830521	1.625000	1.237844	13	5	2
Wichser	3.187500	2.442071	6.212121	2.287979	5.750000	2.409658	17	7	2
Wille	6.181818	1.943813	4.515152	2.884454	8.031250	1.379209	11	5	2
Winkel	5.030303	0.585494	1.903226	1.903590	3.187500	2.545553	11	6	2
Wissen	6.187500	2.320143	4.468750	2.918068	8.218750	0.906406	9	6	2
Witz	6.212121	2.583089	4.718750	2.439386	6.750000	1.900764	11	4	1
Wohl	6.181818	2.128006	4.969697	2.228857	7.937500	1.501344	10	4	1
Wollust	5.090909	2.479461	6.424242	2.278024	8.064516	1.590293	14	7	2
Wonne	6.242424	2.092103	5.363636	2.607899	8.343750	0.901947	13	5	2
Wort	5.333333	1.493039	2.843750	2.616442	6.281250	3.071559	8	4	1
Wunde	4.000000	2.150581	4.593750	2.407775	3.343750	2.322532	12	5	2
Wunder	6.848485	2.717090	6.545455	2.682011	8.687500	0.644455	10	6	2
Wunsch	6.250000	2.314052	5.272727	2.478315	8.218750	0.941323	9	6	1
Würde	6.393939	2.178580	4.272727	2.362106	8.406250	1.160072	10	5	2
Würger	3.593750	2.780803	6.393939	2.276777	4.375000	2.756225	16	6	2
Würze	6.181818	1.827815	4.242424	2.449876	5.625000	2.636591	15	5	2
Wut	3.696970	2.297891	7.000000	2.610077	8.000000	1.759765	11	3	1
Yacht	5.424242	1.639937	2.875000	1.896516	1.531250	0.802592	13	5	1
Zank	3.060606	2.511715	5.848485	2.360101	7.156250	1.815869	14	4	1
Zauber	6.787879	2.341975	5.515152	2.670688	8.125000	1.157026	12	6	2
Zecke	3.687500	2.388649	5.212121	2.446395	2.093750	1.923696	16	5	2
Zeichen	5.060606	1.170988	2.562500	2.256710	5.000000	2.711981	9	7	2
Zeile	5.000000	0.433013	2.156250	2.065217	3.312500	2.570772	12	5	2
Zeitung	5.272727	1.442063	2.281250	1.528954	1.500000	0.842424	8	7	2
Zelle	4.181818	1.927669	3.250000	2.396234	3.031250	2.348430	11	5	2
Zelt	5.272727	1.546624	3.000000	2.199707	1.437500	0.877588	11	4	1
Zettel	4.818182	0.950478	2.343750	1.993690	1.718750	1.745674	12	6	2
Zicke	3.606061	2.164189	5.939394	2.105638	6.406250	2.394340	16	5	2
Zimmer	5.393939	1.028937	3.031250	2.455860	2.125000	1.680054	9	6	2
Zimt	6.181818	1.722182	3.666667	2.569857	2.093750	1.889861	15	4	1
Zombie	3.531250	2.940094	5.696970	2.766822	6.156250	2.616442	16	6	2
Zorn	3.515152	2.373305	6.454546	2.251262	7.750000	1.545023	11	4	1
Zufahrt	5.060606	0.658568	2.000000	1.900764	4.937500	2.589526	13	7	2
Zufuhr	4.909091	0.522233	2.200000	2.091032	6.000000	2.309401	15	6	2
Zug	5.062500	0.948258	2.281250	1.887726	1.375000	0.906962	9	3	1
Zugang	5.030303	0.809508	2.500000	1.849150	5.687500	2.595747	10	6	2
Zugriff	4.575758	1.414883	2.375000	1.979736	6.718750	2.113465	11	7	2
Zustand	4.909091	0.842750	2.677419	2.150769	7.437500	2.078112	9	7	2
Zutritt	5.000000	0.612372	2.333333	1.761865	6.000000	2.408319	12	7	2


male participants
word	valence_mean	valence_sd	arousal_mean	arousal_sd	concreteness_mean	concreteness_sd	frequency	number_of_letters	number_of_syllables
Abdruck	4.935484	0.629046	2.733333	1.837039	3.966667	2.566137	14	7	2
Abend	6.366667	1.884297	3.096774	1.885998	4.354839	2.927438	8	5	2
Abfahrt	5.032258	0.982645	2.096774	1.164899	5.032258	2.738417	11	7	2
Abfall	3.709677	1.465004	3.645161	2.153267	3.466667	2.501494	12	6	2
Ablauf	5.161290	0.522607	1.838710	0.778750	6.200000	2.833300	11	6	2
Absatz	4.548387	1.059519	2.466667	1.814374	4.966667	2.882568	10	6	2
Abschaum	3.225807	2.445536	5.774194	2.261411	5.366667	2.834314	16	8	2
Abscheu	3.709677	2.147767	5.000000	2.840593	7.400000	2.110728	13	7	2
Absicht	4.967742	0.752058	2.612903	1.960908	6.206897	2.730506	10	7	2
Abstand	4.935484	0.853834	2.806452	1.973480	5.774194	2.883397	10	7	2
Abstieg	3.483871	2.030943	3.903226	2.521307	6.129032	2.789766	11	7	2
Absturz	3.833333	2.035603	5.000000	2.573070	5.935484	2.606856	11	7	2
Abteil	5.064516	1.236540	1.724138	0.959782	2.838710	2.177105	14	6	2
Abzweig	4.838710	0.820438	2.354839	1.450250	5.387097	2.641684	16	7	2
Achse	5.161290	1.213721	2.193548	1.447282	2.870968	2.305673	12	5	2
Advent	6.166667	1.913353	3.580645	2.432751	4.700000	2.995974	13	6	2
Ahorn	5.387097	1.358367	2.516129	1.947151	1.933333	1.529781	15	5	2
Aids	2.516129	2.669219	7.466667	1.479360	5.200000	2.987330	11	4	1
Akkord	5.333333	1.604591	3.258065	2.190399	5.300000	2.961244	14	6	2
Akne	3.161290	2.177105	5.096774	2.440694	2.161290	1.551274	16	4	2
Akte	4.387097	1.358367	2.129032	1.688035	2.548387	1.997310	12	4	2
Akteur	5.466667	1.166585	3.451613	1.876854	4.677419	2.773531	13	6	2
Akzent	5.483871	1.457646	3.645161	2.470471	5.666667	2.643578	12	6	2
Album	5.548387	1.059519	2.774194	1.892259	3.166667	2.364731	11	5	2
Alge	4.870968	1.310011	2.766667	2.223438	2.033333	1.217214	17	4	2
Ampel	4.870968	1.087564	2.612903	1.994616	2.032258	1.888277	12	5	2
Amsel	5.516129	1.028623	2.290323	1.696930	1.741936	1.264061	15	5	2
Andrang	4.483871	1.179575	2.966667	1.809617	5.580645	2.320549	12	7	2
Anfahrt	5.193548	0.601074	2.266667	1.910648	5.483871	2.681678	14	7	2
Angel	5.161290	1.035914	1.967742	1.016001	1.645161	1.355197	13	5	2
Angriff	3.967742	2.183024	6.516129	2.249014	5.806452	2.663574	10	7	2
Angst	3.000000	2.573070	6.935484	2.015531	7.366667	2.157319	8	5	1
Anhang	4.903226	1.044185	2.200000	1.900998	5.645161	2.916029	13	6	2
Anker	4.766667	1.194335	2.322581	2.055677	1.258065	0.514311	13	5	2
Ankunft	5.516129	1.729566	2.000000	1.460594	5.741936	2.670428	11	7	2
Anlass	5.419355	0.672022	2.838710	1.933852	6.838710	2.353675	10	6	2
Anlauf	5.129032	0.670420	2.700000	1.803254	5.709677	2.660746	11	6	2
Anmut	6.166667	2.229633	5.419355	2.405192	7.900000	1.184672	14	5	2
Anrecht	5.225807	1.802030	2.612903	2.375955	7.100000	2.139127	15	7	2
Anreiz	6.033333	1.938420	4.838710	2.381831	6.967742	2.428770	12	6	2
Ansatz	5.096774	0.978258	2.033333	1.376736	6.548387	2.754859	11	6	2
Anschein	5.096774	0.650889	2.903226	1.850312	7.166667	2.290661	12	8	2
Anschlag	3.166667	2.275557	6.066667	2.490442	5.322581	2.548033	10	8	2
Ansporn	5.900000	1.768498	5.580645	2.291640	7.000000	2.559634	14	7	2
Anstand	5.838710	1.733912	3.322581	2.103760	6.806452	2.257127	13	7	2
Antrieb	5.733333	1.946408	3.233333	2.254243	7.000000	2.435372	13	7	2
Anus	4.935484	2.048341	6.032258	2.415007	2.300000	2.019730	17	4	2
Anwalt	4.806452	1.778002	3.322581	2.039397	3.161290	2.281765	10	6	2
Anzahl	5.193548	0.601074	2.129032	1.477429	6.300000	2.628098	10	6	2
Anzug	5.516129	1.502686	3.433333	2.430884	1.800000	1.214851	11	5	2
Apfel	5.806452	1.400461	3.290323	2.003223	1.290323	0.937854	13	5	2
Applaus	6.200000	2.023994	5.233333	2.473073	5.451613	2.998207	11	7	2
Archiv	5.064516	0.629046	2.129032	1.565076	3.466667	2.661777	12	6	2
Ärger	3.161290	2.067152	6.100000	1.971347	7.600000	1.522249	10	5	2
Armut	3.451613	2.527696	6.068966	2.491859	6.677419	2.399821	10	5	2
Arsch	4.580645	2.446415	7.387097	1.994616	2.333333	1.953482	14	5	1
Arznei	4.645161	1.684209	4.193548	2.271847	3.032258	2.228361	14	6	2
Ass	6.161290	2.504619	3.064516	2.351389	4.100000	2.808239	16	3	1
Ast	5.161290	0.734701	2.161290	1.439833	1.387097	0.558416	13	3	1
Ästhet	5.966667	2.008316	4.233333	2.473073	5.935484	2.862813	16	6	2
Asthma	3.322581	2.135214	4.225807	2.376407	3.870968	2.906796	14	6	2
Athlet	6.133333	1.775957	4.774194	2.692083	2.900000	2.233754	13	6	2
Aufriss	4.935484	1.436094	3.709677	2.438491	5.870968	2.667607	18	7	2
Aufsatz	4.741936	0.728823	2.548387	1.501970	4.903226	2.700060	13	7	2
Aufsicht	4.612903	1.475972	2.064516	1.364685	5.483871	2.815090	12	8	2
Aufstieg	6.451613	1.822795	4.129032	2.473081	6.161290	2.310798	10	8	2
Aufzug	5.258065	0.964978	2.433333	1.633345	2.200000	1.989628	13	6	2
Ausflug	6.064516	1.314927	3.133333	2.270247	5.000000	2.768875	12	7	2
Ausguck	6.064516	1.236540	3.066667	2.083322	3.300000	2.351082	17	7	2
Auskunft	5.419355	0.992445	2.419355	1.607777	5.833333	2.717546	10	8	2
Autor	5.806452	1.400461	2.774194	1.820434	3.366667	2.296674	9	5	2
Baby	6.766667	2.635086	5.258065	2.682881	2.290323	1.918221	11	4	2
Bach	5.290323	1.595693	2.838710	1.809176	2.161290	1.368619	11	4	1
Bad	6.266667	1.659525	4.066667	2.715642	1.933333	1.638615	11	3	1
Bagger	5.032258	1.110071	2.290323	1.636939	1.290323	0.642576	12	6	2
Bahn	5.290323	1.442071	3.225807	2.679673	1.800000	1.214851	9	4	1
Balken	5.032258	0.657463	2.193548	1.536649	1.793103	1.292266	13	6	2
Balkon	5.806452	1.904720	2.774194	1.585553	1.838710	1.368619	12	6	2
Ball	6.096774	1.556810	3.258065	2.235587	1.548387	1.206613	9	4	1
Balsam	6.193548	1.600403	3.935484	2.337170	4.033333	2.671476	14	6	2
Bambus	5.709677	1.531743	2.533333	1.655364	1.533333	0.776079	15	6	2
Bankrott	2.870968	2.418566	5.709677	2.597352	5.366667	3.101538	13	8	2
Bar	6.266667	2.066704	3.870968	2.459566	2.709677	2.019795	11	3	1
Basar	5.225807	1.453953	3.800000	2.369344	2.741936	1.672677	13	5	2
Bastard	3.700000	2.507231	6.300000	2.321563	5.129032	2.801689	15	7	2
Bastler	5.677419	1.300951	2.387097	1.358367	3.193548	2.400269	15	7	2
Bauch	5.225807	1.309190	4.354839	2.652651	2.193548	1.536649	11	5	1
Bauer	5.193548	1.013882	2.166667	1.487496	2.700000	2.086905	10	5	2
Baum	5.387097	1.563701	2.129032	1.258092	1.483871	0.851311	10	4	1
Becher	5.064516	0.679975	1.548387	1.027577	1.419355	1.176837	12	6	2
Becken	5.774194	1.521177	3.096774	2.071309	2.633333	2.025413	12	6	2
Beet	5.322581	1.194071	2.000000	1.259447	1.838710	1.157491	16	4	1
Befund	4.709677	0.972747	3.096774	2.103249	5.433333	2.699723	13	6	2
Beifall	6.400000	1.975715	5.838710	2.504619	4.900000	2.695462	10	7	2
Bein	5.419355	0.807225	3.000000	1.914854	1.333333	0.606478	11	4	1
Beispiel	5.387097	0.760588	2.419355	1.803223	5.133333	3.181123	9	8	2
Beleg	5.032258	0.604642	2.193548	1.796652	4.612903	2.883024	12	5	2
Berg	5.806452	1.301777	3.064516	1.824564	1.700000	0.987857	10	4	1
Bericht	4.967742	1.016001	2.161290	1.416493	4.322581	2.959584	8	7	2
Beruf	5.677419	1.557500	2.806452	1.973480	5.483871	2.743124	9	5	2
Bescheid	4.645161	1.279281	2.354839	1.723338	5.387097	2.629036	11	8	2
Besen	4.677419	0.791079	1.741936	0.681554	1.193548	0.401610	13	5	2
Bestand	5.161290	0.687836	1.903226	1.044185	6.200000	2.657455	11	7	2
Besteck	4.806452	1.013882	2.064516	1.263210	1.666667	1.372974	15	7	2
Bestie	3.633333	2.709922	7.166667	2.214114	4.900000	3.009754	14	6	2
Besuch	6.064516	1.459120	2.806452	1.759154	5.645161	2.893077	9	6	2
Betrag	5.206897	0.977581	2.322581	1.446538	4.741936	2.792463	10	6	2
Betreff	5.387097	0.919327	1.866667	1.252125	6.700000	2.183796	16	7	2
Betrug	3.096774	2.371425	6.233333	2.621967	6.000000	2.652260	11	6	2
Bett	6.166667	1.913353	4.096774	2.624942	1.366667	0.668675	10	4	1
Beweis	5.354839	1.226061	3.580645	2.473516	6.096774	2.970464	10	6	2
Biest	3.580645	2.277048	6.733333	1.855715	5.193548	2.948665	15	5	1
Bild	5.258065	1.548499	3.290323	2.340848	2.580645	1.928284	8	4	1
Bildnis	5.533333	1.407696	3.096774	1.921021	3.806452	2.400269	14	7	2
Bildung	6.645161	2.302873	4.903226	2.454314	7.033333	2.525502	9	7	2
Binde	4.354839	1.495513	3.387097	2.246144	2.193548	1.327136	15	5	2
Birke	5.161290	1.416493	2.466667	1.942862	1.766667	1.794308	15	5	2
Bistro	5.741936	1.611785	2.700000	1.684616	3.000000	2.236068	13	6	2
Bitte	6.129032	1.607108	4.387097	2.445096	7.100000	2.233754	10	5	2
Blase	4.838710	0.934408	3.387097	1.745039	2.161290	1.507686	14	5	2
Blatt	5.322581	0.701764	2.064516	1.181397	2.000000	1.414214	10	5	1
Blech	4.935484	0.997847	2.354839	1.871691	1.645161	0.877435	13	5	1
Blinker	5.064516	0.963863	2.290323	1.735772	1.966667	1.066200	16	7	2
Blume	6.433333	2.128353	3.600000	2.237610	1.566667	1.194335	12	5	2
Blüte	6.580645	2.202638	4.161290	2.423452	1.933333	1.720732	13	5	2
Blutung	3.774194	1.820434	6.400000	2.159183	3.200000	2.578425	16	7	2
Bogen	5.322581	1.326326	2.935484	1.913731	2.300000	2.019730	11	5	2
Bohne	4.903226	1.075634	2.322581	1.814517	1.774194	1.309190	16	5	2
Bombe	2.870968	2.604380	5.900000	2.720928	1.935484	1.526117	11	5	2
Bonbon	5.966667	1.650148	2.903226	1.903590	1.800000	1.242911	14	6	2
Boot	5.774194	1.203043	2.483871	1.690581	1.322581	0.599283	10	4	1
Bordell	4.806452	2.495588	7.000000	1.553639	2.466667	2.208656	14	7	2
Bosheit	3.000000	2.422120	5.516129	2.336250	7.533333	1.676066	14	7	2
Bote	5.068966	1.412471	2.666667	1.625939	3.258065	2.337631	13	4	2
Braut	6.482759	2.148433	4.903226	2.150269	2.580645	2.045714	11	5	1
Brett	4.838710	0.969425	2.354839	1.684209	1.766667	1.278019	12	5	1
Brezel	5.935484	1.691853	2.580645	1.668816	1.933333	1.460594	16	6	2
Brief	5.933333	1.284747	3.032258	1.852635	1.500000	1.502871	9	5	1
Brücke	5.677419	1.351224	2.225807	1.257237	1.483871	1.179575	10	6	2
Bruder	6.161290	2.001612	4.064516	2.475688	3.064516	2.421232	9	6	2
Brust	6.800000	1.808028	6.387097	2.564858	1.733333	1.362891	10	5	1
Büchse	4.935484	1.340037	2.741936	2.449051	1.709677	1.370974	13	6	2
Buckel	4.032258	1.601746	4.129032	2.445975	2.322581	1.491914	14	6	2
Büfett	5.870968	1.746271	3.870968	2.232218	3.000000	2.250926	14	6	2
Bühne	6.000000	1.701926	2.935484	1.948255	2.258065	1.731430	8	5	2
Bündel	5.161290	0.860108	2.709677	1.810958	2.967742	2.073385	13	6	2
Büro	4.566667	1.568732	2.290323	1.773763	2.566667	1.941974	9	4	2
Busen	6.612903	2.231254	7.466667	1.431983	1.677419	0.944708	12	5	2
Butter	5.000000	1.095445	2.000000	1.366260	1.633333	0.999425	12	6	2
Chance	6.233333	2.079180	5.290323	2.648189	6.633333	2.220334	8	6	2
Chaos	3.903226	2.005905	5.966667	2.311640	7.433333	2.128353	10	5	2
Charme	6.766667	1.959650	5.612903	2.201173	7.103448	1.988266	11	6	1
Dach	5.290323	1.070624	2.300000	1.417866	1.666667	1.093345	10	4	1
Dackel	4.967742	1.559570	2.451613	1.567136	1.516129	1.179575	14	6	2
Dame	6.677419	1.904155	4.967742	2.287413	2.838710	2.034646	10	4	2
Damm	5.709677	1.487583	3.193548	2.535342	1.966667	1.542129	11	4	1
